item_id,title,short_description,long_description,predictions,unitsOfMeasure,last_updated_at
44935216,"Palmer's Cocoa Butter Formula Deep Radiance Gel Oil, 5.25 oz (Pack of 6)",<li>Free Shipping</li><li>Pack of 6</li>,"<li><b>Pack of 6</b> for the UPC: 010181041419</li> <br/> An advanced gel oil moisturizer that can be used all over the body. This unique formula absorbs quickly and contains an exclusive blend of pure cocoa butter, vitamin E, shea butter, jojoba oil, with the added benefit of SPF 15 UVA/UVB sun protection to moisturize, soothe and protect skin. Our innovative product may be used on dry skin or after shower or bath on damp skin as needed. Promotes healthy, radiant-looking skin while imparting a natural glow. Can be used all over the body Mineral Oil, (Paraffinum Liquidium), Theobroma Cacao (Cocoa) Extract, Hydrogenated Styrene/Butadiene Copolymer, Isopropyl Myristate, Isopropyl Palmitate, Ethylene/Propylene/Styrene Copolymer, Butylene/Ethylene/Styrene Copolymer, Theobroma Cacao (Cocoa) Seed Butter, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopheryl Acetate, Zea Mays (Corn) Oil, Beta-Carotene, Peg-40 Sorbitan Peroleate, Fragrance (Parfum), Red 17 (Cl 26100).",None,,1476975213790
52077388,Eau D'Hadrien - 3.4 oz EDP Splash,"Annick Goutal Eau D'Hadrien - 3.4 ozBrand NewLaunched by the design house of Annick Goutal in the year 1981. This feminine fragrance has a blend of ylang ylang, citrus, basil, sweet, and herbal notes. It is recommended for evening wear.Eau D'Hadrien - 3.4 oz Features:3.4 oz EDP Splash","Annick Goutal Eau D'Hadrien - 3.4 oz<br /><br/>Brand New<br/><br/>Launched by the design house of Annick Goutal in the year 1981. This feminine fragrance has a blend of ylang ylang, citrus, basil, sweet, and herbal notes. It is recommended for evening wear.<br /><br />Eau D'Hadrien - 3.4 oz Features:<br /><br /><ul><li>3.4 oz</li> <li>EDP Splash</li></ul><br/><br/><ul type=&quot;circle&quot;></ul>",None,,1475603252237
148783061,Versace 3.4 oz Eau De Toilette Spray Cologne for Men,Versace 3.4 oz Eau De Toilette Spray Cologne for Men,"Versace L'homme Cologne by Versace, The original men's fragrance created by gianni versace in 1984. This classic fragrance can transition very easily from casual to business use. It is spicy and has a fresh scent of fruits, jasmine musk, wood and amber.",spicy,,1475099525428
152601141,Lacoste Elegance By Lacoste Lacoste Elegence by Lacoste for Men,"Launched in 2007, this fragrance has notes of tangerine, thyme, mint, juniper, black pepper, nutmeg, cardamom, raspberry, sandalwood, amber, musk, and bitter chocolate.","Launched in 2007, this fragrance has notes of tangerine, thyme, mint, juniper, black pepper, nutmeg, cardamom, raspberry, sandalwood, amber, musk, and bitter chocolate.",None,,1476616472229
111437988,AV by Adrienne Vittadini Eau De Parfum Spray 3 oz for Women,AV by Adrienne Vittadini Eau De Parfum Spray 3 oz for Women,"Launched by the design house of Adrienne Vittadini in 1994, AV is classified as a refreshing, flowery fragrance. This feminine scent possesses a blend of oakmoss, blooming fresh cut flowers as well as watery notes of the fresh cool sea and the pure ocean air. It is recommended for daytime wear.",flowery,,1476990513691
48572784,"Paris Hilton Paris Hilton Variety Mini Gift Set, 5 pc","<p>Introduced in the year 2005, by the design house of Paris Hilton. This feminine scent possesses a blend of peach nectar, freesia, mimosa, jasmine, sandalwood, ylang ylang, and oakmoss. It is recommended for casual wear.</p>","<B>Paris Hilton Paris Hilton Variety Mini Gift Set, 5 pc:</b><ul><li>Introduced by the design house of Paris Hilton<li>Recommended for Evening wear</ul>",None,,1475652825119
23484657,MISTY Metered Dry Deodorizer Summer Breeze Dispenser Refill - 12-oz.,"Features:  -Metered aerosol dispenser refill for automatic air deodorizing.  -Combines quality fragrances and essential oils with state-of-the-art odor counteract ants.  -Dual odor counteract ants for maximum deodorizing power.  -Dry spray contains no ozone depleting compounds and less than 30pct total VOC content.  -Capacity: 12 oz.  -Product Type: Air freshener; Cleaning cloths and wipes.  Country of Manufacture: -United States.  Product Type: -Dispenser refill.  Color: -Multi.  Format: -Spray.  Scented: -Yes. Dimensions:  Overall Product Weight: -8 lbs.  Net Weight: -12 Ounces.  Air Fresheners Cleaning Control Odor Office Supplies 1120 oz Scented Spray holidays, christmas gift gifts for girls boys",URX1021<br /><strong>Features</strong><br /><li>Metered aerosol dispenser refill for automatic air deodorizing</li><li>Dry spray contains no ozone depleting compounds and less than 30pct total VOC content</li><li>Capacity: 12 oz</li><li>Effectively freshens rooms up to 6 cu. ft</li><li>Country of Manufacture: United States</li><li>Product Type: Dispenser refill</li><li>Color: Multi</li><li>Format: Spray</li><li>Scented: Yes</li> <br /><strong>Dimensions</strong><br /><li>Overall Product Weight: 8 lbs</li><li>Net Weight: 12 Ounces</li>,None,,1475817015976
51677582,"Degree Men Extra Fresh Deodorant, Sport Defense 3 oz",<li>Free Shipping</li><li>Sold Individually</li>,"Try new Degree&Acirc;&reg; Men Sport Defense Extra Fresh Deodorant &acirc;&#128;&#148; it helps provide superior performance with an extra dose of freshness.&nbsp; Our deodorant formula helps fight odor all day long so you can continue to do more.&nbsp; This lasting formula features a rustic, manly scent with energizing black pepper.&nbsp; Maintains enduring freshness when you need to be at the top of your game. <li style=\""box-sizing: border-box; list-style: disc; word-wrap: break-word; margin: 0px 0px 6px 14px; line-height: 17px;\""> Degree Men Extra Fresh Deodorant - Sport Defense 3 oz fights body odor 24 hours a day </li><li style=\""box-sizing: border-box; list-style: disc; word-wrap: break-word; margin: 0px 0px 6px 14px; line-height: 17px;\""> Superior performance for all day extra freshness </li><li style=\""box-sizing: border-box; list-style: disc; word-wrap: break-word; margin: 0px 0px 6px 14px; line-height: 17px;\""> Leaves no stains </li><li style=\""box-sizing: border-box; list-style: disc; word-wrap: break-word; margin: 0px 0px 6px 14px; line-height: 17px;\""> Smell great all day long </li><li style=\""box-sizing: border-box; list-style: disc; word-wrap: break-word; margin: 0px 0px 6px 14px; line-height: 17px;\""> Helps keep you fresh and energized </li> Ingredients:&nbsp; Dipropylene Glycol, Water, Propylene Glycol, Sodium Stearate, Poloxamine 1307, Fragrance, Simethicone, Disodium EDTA, BHT, Amino-Methyl Propanol, Green 3 (CI 42053)",None,,1477594943168
143362694,Aura Cacia Aromatherapy Car Diffuser Commuter Pack Plus Peppermint Oil - 2 Pc,"Provides aromatherapueutic benefits for the mind, body and spirit for up to 3 hours.","UPC: 051381999988 - Aura Cacia Aromatherapy Car Diffuser Commuter Pack Plus Peppermint Oil - 2 Pc - Provides aromatherapueutic benefits for the mind, body and spirit for up to 3 hours. - <strong>Aura Cacia Aromatherapy Car Diffuser Commuter Pack plus Peppermint Oil</strong><p>It comes with bonus Peppermint 100% Essential Oil. This Car Diffuser Commuter Pack helps with alertness while driving. Peppermint provides a refreshing aroma that awakens the senses and inspires alertness. 2pc from Aura Cacia to transform your driving routine into a rejuvenating experience.</p>",None,,1474540494982
24559224,"3 Seasons of Elegance Gold Glitter Flameless LED Christmas Pillar Candles 12\""","From the Seasons of Elegance CollectionItem #41362Flameless, but made with real wax, these glittered pillar candles have the look of real candles and the safety of battery operationSet timers for 4 or 8 hours \""burn\"" time - once set, cycles automatically repeat dailyLED lights are cool to the touch, so they will not melt the waxEach candle requires 2 \""D\"" batteries - not includedFor maximum performance use alkaline batteriesDimensions: 12 inches high x 4 inch diameterMaterial(s): wax/plastic/glitterPack includes 3 of the candle shown","<br>From the Seasons of Elegance Collection<br>Item #41362<p>Flameless, but made with real wax, these glittered pillar candles have the look of real candles and the safety of battery operation<br>Set timers for 4 or 8 hours \""burn\"" time - once set, cycles automatically repeat daily<br>LED lights are cool to the touch, so they will not melt the wax<br>Each candle requires 2 \""D\"" batteries - not included<br>For maximum performance use alkaline batteries<br>Dimensions: 12 inches high x 4 inch diameter<br>Material(s): wax/plastic/glitter<p>Pack includes 3 of the candle shown",None,,1476526163729
51758208,"Kiss My Face Potent And Pure Under Age Ultra Hydrating Skin Moisturizer - 1 Oz, 2 Pack","Soften and smooth the appearance of lines, and fully nourish skin.","UPC: 028367831969 - Kiss My Face Potent And Pure Under Age Ultra Hydrating Skin Moisturizer - 1 Oz, 2 Pack - Soften and smooth the appearance of lines, and fully nourish skin. - <p id=\""i1\"">INDICATIONS:</p><STRONG>Kiss My Face paraben free sunspray lotion water resistant, SPF 30</STRONG><p class=\""common\"">It is an easy to apply sunscreen that offers paraben free, fragrance free, UVA and UVB protection. Plus Kiss My Face Sunspray Lotion is water resistant and fragrance free. A perfect sunscreen for those who play hard and enjoy the outdoors!</p><ul><li>Great for Kids too!</li><li>Paraben Free</li><li>UVA/UVB Protection</li><li>Water Resistant</li><li>SPF 30</li></ul><b>Uses:</b><ul><li>Helps prevent sunburn</li><li>Higher SPF gives more sunburn protection</li><li>Retains SPF after 40 minutes of activity in water</li></ul><p id=\""i2\"">INGREDIENTS: </p><p class=\""common\""></p><p id=\""i21\"">Active Ingredients</p><p class=\""common\"">Octinoxate 7.5%, Octisalate 5%, Zinc Oxide 1.7%.</p><p id=\""i22\"">Inactive Ingredients</p><p class=\""common\"">Aqua, Aloe Barbadensis (Aloe Vera) Leaf Juice, Polysorbate-20, Cetearyl Alcohol, Acrylates Copolymer, Helianthus Annuus (Sunflower) Seed Oil, Glycerin, Dimethicone, Cetearyl Olivate, Sorbitan Olivate, Camellia Sinensis (Green Tea) Leaf Extract, Carota Sativa (Carrot) Extract, Tocopheryl Acetate (Vitamin E), Retinyl Palmitate (Vitamin A), Agaricus Bisporus (Mushroom) Betaglucans, Phenoxyethanol, Ethylhexylglycerin.</p><p id=\""i3\"">DIRECTIONS:</p><p class=\""common\"">Spray liberally. Sun conservatively. Reapply when playing hard or swimming. Shake well.</p><p>Apply liberally 20 minutes before sun exposure and as needed. Children under 6 months of age: ask a doctor. Spray 6-8 inches from skin and rub in. Do not spray directly onto face. Reapply as needed or after swimming, towel drying or excessive perspiration.</p><p>Sun Alert: Limiting sun exposure, wearing protective clothing and using suncreen may reduce the risk of skin aging, skin cancer and other harmful effects of the sun.</p><p id=\""man1\"">WARNINGS:</p><p class=\""common\"">For external use only. When using this product keep out of eyes. Rinse with water to remove. Stop use and ask doctor if rash or irritation develops and lasts. Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.</p><strong>Warning</strong>: </p><p>Californiai?1/2_Ts Proposition 65 Warning: May This item contains chemicals known to cause cancer, birth defects, or other reproductive harm. Reference by California Office of Environmental Health Hazard Assessment (OEHHA) at: www.oehha.ca.gov/prop65/prop65_list/Newlist.html.</p>",None,,1477584705262
132223957,Cacharel Noa Eau De Toilette Spray for Women,"A fragrance that gives you a magical surprise   Like a field of white musk, in radiant full-bloom, pure & soft  Luminous flower blooms, a white peony unfolds on harmony of spicy green  Combines original fresh green with spicy sensuality of coffee, coriander  Unique design: in heart of a transparent sphere is inhabited by a mysterious pearl","A fragrance that gives you a magical surprise   Like a field of white musk, in radiant full-bloom, pure & soft  Luminous flower blooms, a white peony unfolds on harmony of spicy green  Combines original fresh green with spicy sensuality of coffee, coriander  Unique design: in heart of a transparent sphere is inhabited by a mysterious pearl",None,,1476467981838
142148651,Freedom By Tommy Hilfiger For Men. Eau De Toilette Spray 1.7 Ounces,"Launched by the design house of Tommy Hilfiger in 1999, FREEDOM is a Men's fragrance that possesses a blend of citrus topnotes with warm lower woodsy notes.  It is recommended for casual wear.WhenA applyingA any fragrance please consider that there are several factors which can affect the natural smell of your skin and, in turn, the way a scent smells on you.A  For instance, your mood, stress level, age, body chemistry,A diet, and current medications may all alter the scents you wear.A A Similarly, factor such as dry or oilyA skin can even affect the amount of time a fragrance will last after being applied","Launched by the design house of Tommy Hilfiger in 1999, FREEDOM is a Men's fragrance that possesses a blend of citrus topnotes with warm lower woodsy notes.  It is recommended for casual wear.WhenA applyingA any fragrance please consider that there are several factors which can affect the natural smell of your skin and, in turn, the way a scent smells on you.A  For instance, your mood, stress level, age, body chemistry,A diet, and current medications may all alter the scents you wear.A A Similarly, factor such as dry or oilyA skin can even affect the amount of time a fragrance will last after being applied",None,,1470881277969
29702750,WMU Carlo Corinto 315 Aftershave Balm 4. 8 Oz By Carlo Corinto,"Carlo Corinto 315 By Carlo Corinto Aftershave Balm 4, 8 Oz For Men,","Carlo Corinto 315 By Carlo Corinto Aftershave Balm 4, 8 Oz For Men SKU: DLRDY059192",None,,1469540205907
46305826,Caswell-Massey Sandalwood Woodgrain Soap 3 ea,Caswell-Massey Sandalwood Woodgrain Soap 3 ea,"Sandalwood wood grain soap, box of three 5.8 ounce. You'll think they're ovals of polished wood. That is until you take them into the shower or bath and they produce the creamy, fragrant lather of our natural, vegetable-based sandalwood soap.",None,,1438496854143
34939885,Skilcraft Synthetic Shammy Cleaning Cloth - NSN2156569,Skilcraft Synthetic Shammy Cleaning Cloth - NSN2156569,"<!-- Etilize Content --><p>Long-lasting, synthetic shammy cloth holds 10 times its weight in liquids and dries surfaces in half the time. Nonwoven, viscose rayon, fiber cloth will not ravel or fray. Highly absorbent towels easily clean liquids from all surface types. Shammy cloth is safe to use with bleach and cleaners. Nonabrasive cloth is designed for use on all surface types.</p><!-- End Etilize Content -->",None,,1470924070231
